formula,Crystallinity,Temperature (K),log Resistivity,Power factor (W*m/K^2),ZT,Thermal conductivity (W/(m*K)),Seebeck coefficient (uV/K)
Ca$_{0.7}$Ho$_{0.3}$MnO$_{3}$,polycrystalline,1000.000446,-2.374081812,9.91E-05,0.061941,1.599402623,-64.7
Bi$_{1.2}$S$_{1.2}$Ti$_{2}$S$_{4}$,polycrystalline,700.0007896,-3.023191663,8.38E-04,0.277944192,2.11,-89.12
Ba$_{8}$Au$_{5.59}$Si$_{39.01}$,polycrystalline,700.0006775,-2.560667306,6.77E-04,0.19673713,2.41,136.48
Ca$_{2}$Co$_{2}$O$_{5}$,single crystal,300.0000966,-2.833194075,1.24E-03,0.162121393,2.3,135.09
La$_{2.99}$Te$_{4}$,polycrystalline,400.0006434,-3.214670165,2.84E-04,0.043562128,2.605,-41.6
ZrNi$_{0.76}$Co$_{0.004}$Cu$_{0.2}$Sn,polycrystalline,400.0007101,-2.158015195,2.43E-04,0.018352111,5.3,-130
La$_{2.74}$Te$_{4}$,polycrystalline,700.0000345,-2.37161107,5.95E-04,0.416392941,1,-159
Na$_{0.02}$PbTe,polycrystalline,400.0003798,-3.24456652,1.94E-03,0.289521835,2.675,105
Ba$_{0.4}$Sr$_{0.6}$PbO$_{3}$,polycrystalline,700.0006471,-2.454633497,3.96E-04,0.139855751,1.98266,-117.92
Ti$_{0.95}$Nb$_{0.05}$NiSn,polycrystalline,700.0009987,-3.246742593,3.77E-03,0.50190418,5.2517,-146.063
Ag$_{0.15}$Sb$_{0.15}$Te$_{1.15}$Ge$_{0.85}$,single crystal,700.0004879,-2.915970956,3.26E-03,1.384355066,1.65073,199.03
Sr$_{0.9}$La$_{0.1}$TiO$_{3}$,polycrystalline,700.0003886,-2.436646018,8.76E-04,0.160048392,3.83,-179
In$_{1.994}$Ge$_{0.006}$O$_{3}$,polycrystalline,700.0009335,-2.888888776,6.86E-04,0.104779859,4.58432,-94.1419
Ca$_{0.9}$Bi$_{0.1}$Mn$_{0.9}$Nb$_{0.1}$O$_{3}$,polycrystalline,1000.000382,-1.837270002,2.04E-04,0.120991889,1.6869,-172.3
BaPbO$_{3}$,polycrystalline,700.0001925,-3.27844905,2.15E-04,0.029357635,5.11561,-33.62
Mg$_{2}$Si$_{0.9985}$Bi$_{0.0015}$,polycrystalline,300.0001024,-3.086186148,1.40E-03,0.059161844,7.08,-107
In$_{1.94}$Ge$_{0.06}$O$_{3}$,polycrystalline,300.0005855,-3.047618806,2.88E-04,0.00973701,8.86791,-50.7871
CuCr$_{0.99}$Mg$_{0.01}$O$_{2}$,polycrystalline,700.0007529,-0.325861141,3.88E-05,0.004765211,5.7042,428.212
Fe$_{1.96}$Ti$_{0.04}$O$_{3}$,polycrystalline,700.0007349,-1.025829982,1.11E-04,0.016487796,4.7,-322.97
In$_{1.985}$Ge$_{0.015}$O$_{3}$,polycrystalline,700.0009021,-2.946429891,6.13E-04,0.092961144,4.61902,-83.3032
Bi$_{2}$Sr$_{2}$Co$_{2}$O$_{8}$,single crystal,300.0002069,-2.672865935,5.58E-04,0.076639366,2.18498,108.88
Na$_{0.02}$PbTe$_{0.85}$Se$_{0.15}$,polycrystalline,400.0006765,-3.208303738,1.56E-03,0.28172853,2.21786,98.33
Si$_{0.79936}$Ge$_{0.19984}$B$_{0.0008}$,polycrystalline,400.0008049,-2.818613805,1.51E-03,0.145604448,4.14497,151.36
Ba$_{0.6}$Sr$_{0.4}$PbO$_{3}$,polycrystalline,700.0006856,-2.929991703,3.68E-04,0.105399534,2.44509,-65.77
Fe$_{1.94}$Ti$_{0.06}$O$_{3}$,polycrystalline,400.0008312,-0.686346642,4.63E-05,0.00312239,5.93,-308.72
Fe$_{1.96}$Sn$_{0.04}$O$_{3}$,polycrystalline,400.0000253,-0.579335357,4.27E-05,0.002770165,6.17,-335.5
Cu$_{4.0}$Mo$_{6}$S$_{8}$,polycrystalline,700.0005952,-2.772509223,6.57E-04,0.256694711,1.7908,105.3
Mg$_{2}$Si$_{0.98}$Ag$_{0.02}$,polycrystalline,300.0003442,0.093421685,5.45E-08,2.09E-06,7.83,26
Ca$_{0.7}$Tb$_{0.3}$MnO$_{3}$,polycrystalline,1000.000204,-2.252976045,8.33E-05,0.0495538,1.680820436,-68.2
SrNd$_{0.17}$Ti$_{0.83}$O$_{3}$,polycrystalline,300.0001152,-2.585460662,4.07E-05,0.00197087,6.19,-32.5
Nd$_{2}$Cu$_{0.98}$Ni$_{0.02}$O$_{4}$,polycrystalline,400.0003603,-1.417391269,8.72E-05,0.00434609,8.03,-182.68
SrDy$_{0.08}$Ti$_{0.92}$O$_{3}$,polycrystalline,400.0000985,-2.397940009,1.24E-04,0.013289439,3.74,-70.5
Mg$_{1.9}$Ca$_{0.1}$Si,polycrystalline,400.0008744,-2.669383333,2.56E-04,0.021767518,4.7,-74
La$_{3}$Te$_{3.65}$Sb$_{0.35}$,polycrystalline,1000.000142,-2.647817482,6.12E-04,0.330553514,1.85,-117.3
Sb$_{2}$Te$_{3}$,single crystal,300.0004059,-3.721246399,7.60E-04,0.0675,3.377777778,38
Mg$_{1.9}$Ca$_{0.1}$Si,polycrystalline,700.0000508,-2.56050941,6.14E-04,0.113164591,3.8,-130
CaMnO$_{3}$,polycrystalline,1000.000932,-1.058008232,4.25E-05,0.012337283,3.4447,-192.833
In$_{2}$O$_{3}$,polycrystalline,1000.000339,-1.638888166,2.16E-04,0.072577584,2.97623,-222.736
LaCoO$_{3}$,polycrystalline,300.0001379,0.8875,1.97E-06,0.000314602,1.87927,-390
CaMnO$_{3}$,polycrystalline,400.0006764,-0.616741318,1.43E-04,0.018604483,3.06714,-587.185
Ca$_{3}$Co$_{4}$O$_{9}$,single crystal,1000.000442,-2.643782866,2.64E-03,0.931656243,2.837,245
CaMnO$_{3}$,polycrystalline,300.0003514,-0.519224375,1.40E-04,0.011795412,3.56184,-650.91
Ca$_{4.95}$Na$_{0.05}$Al$_{2}$Sb$_{6}$,polycrystalline,700.0002656,-1.742321425,3.78E-04,0.317966897,0.833,261.7
In$_{0.3}$Co$_{4}$Sb$_{12}$,polycrystalline,300.0008459,-2.820979913,2.97E-03,0.331609215,2.68777,-211.82
Tl$_{0.01}$Pb$_{0.99}$Te,polycrystalline,300.0000795,-2.561866033,7.19E-04,0.111032448,1.9421,140.4
CaMnO$_{3}$,polycrystalline,700.000884,-0.191624,3.54E-05,0.012122034,2.04673,-477.48
Mg$_{2}$Si,polycrystalline,700.0000673,-2.419987887,1.88E-03,0.403854651,3.25,-267
Ca$_{0.7}$Ho$_{0.3}$MnO$_{3}$,polycrystalline,400.0006746,-2.357021358,4.62E-05,0.01211792,1.524264065,-45.05
Ca$_{0.9}$Y$_{0.1}$MnO$_{3}$,polycrystalline,1000.00057,-2.148514165,2.59E-04,0.158857,1.629157717,-135.59
AgCrSe$_{2}$,polycrystalline,300.0004104,-1.351188362,1.75E-04,0.054916687,0.956,279.207
Sm$_{1.7}$Ca$_{0.3}$MnO$_{3}$,polycrystalline,300.0007381,-0.604016982,1.94E-06,0.000528343,1.1,69.4361
Ag$_{0.15}$Sb$_{0.15}$Te$_{1.15}$Ge$_{0.85}$,single crystal,1000.000737,-2.894135712,2.15E-03,0.948261434,2.27167,165.79
Mn$_{1.3}$Mo$_{6}$S$_{8}$,polycrystalline,700.0009604,-3.056562371,2.59E-04,0.077021527,2.3532,47.6766
Mg$_{2}$Si$_{0.6}$Ge$_{0.4}$Bi$_{0.02}$,polycrystalline,300.0000029,-2.823908741,4.59E-04,0.046234899,2.98,-83
Ba$_{8}$Ga$_{16}$Ge$_{30}$,single crystal,1000.000656,-2.76700389,1.18E-03,0.736780716,1.6,-141.98
In$_{0.3}$Co$_{4}$Sb$_{12}$,polycrystalline,700.0000335,-2.641859483,3.40E-03,1.181566055,2.014,-278.47
Ba$_{0.3}$Sr$_{0.6}$La$_{0.1}$TiO$_{3}$,polycrystalline,400.0003111,-3.117247844,1.35E-03,0.160340956,3.36,-101.4
Si$_{0.7956}$Ge$_{0.1989}$P$_{0.0055}$,polycrystalline,1000.000922,-2.601365675,3.16E-03,0.862981105,3.66568,-281.446
Mo$_{3}$Te$_{4}$,polycrystalline,400.0004239,-3.142667504,7.83E-06,0.00080099,3.91172,7.50989
La$_{3}$Te$_{3.8}$Sb$_{0.2}$,polycrystalline,400.0000826,-3.229884705,3.69E-04,0.057160606,2.58,-46.6
Zn$_{0.995}$Al$_{0.005}$O,polycrystalline,1000.000745,-2.059999995,6.16E-04,0.074607606,8.25,-231.536
NbCo$_{1.05}$Sn,single crystal,700.0002675,-2.63153088,2.40E-03,0.232283937,7.2322,-236.772
Ag$_{9}$TlTe$_{5}$,polycrystalline,400.0001423,-1.079876674,1.29E-04,0.244800824,0.21,327
Li$_{0.0242}$Ni$_{0.9758}$O,polycrystalline,400.000038,-1.908570264,8.53E-05,0.009093419,3.75078,102.59
In$_{0.15}$Co$_{4}$Sb$_{12}$,polycrystalline,400.000449,-2.672061031,3.33E-03,0.668512792,1.99464,-266.33
In$_{0.15}$Co$_{4}$Sb$_{12}$,polycrystalline,300.0007701,-2.727752158,3.25E-03,0.424000225,2.29861,-246.59
Ca$_{0.9}$Ho$_{0.1}$MnO$_{3}$,polycrystalline,300.0002299,-2.174349328,7.75E-05,0.01419657,1.637290898,-72.01
Ba$_{8}$Ga$_{16}$Ge$_{30}$,single crystal,700.0002816,-2.848323769,1.59E-03,0.711999566,1.56,-150
CuCr$_{0.96}$Mg$_{0.04}$O$_{2}$,polycrystalline,1000.000097,-1.353925796,2.08E-04,0.03041577,6.8542,303.784
SrTi$_{0.8}$Nb$_{0.2}$O$_{3}$,polycrystalline,1000.000237,-2.591064533,1.06E-03,0.337735156,3.14,-164.9
TiNiSn,polycrystalline,1000.000131,-2.788697873,1.57E-03,0.243444308,6.4417,-159.717
Ca$_{2.97}$Na$_{0.03}$AlSb$_{3}$,polycrystalline,300.0004683,-1.008330993,8.26E-06,0.001483272,1.67,90
CaYb$_{0.1}$Mn$_{0.9}$O$_{3}$,polycrystalline,400.0002141,-2.358218621,8.24E-05,0.020104787,1.63869,-60.084
Zr$_{0.98}$Nb$_{0.02}$NiSn,polycrystalline,400.0005917,-3.160222261,3.18E-03,0.146507724,8.6783,-148.254
In$_{1.994}$Ge$_{0.006}$O$_{3}$,polycrystalline,300.0007715,-3.077380923,3.04E-04,0.009402057,9.71545,-50.4768
Ca$_{4.75}$Na$_{0.25}$Al$_{2}$Sb$_{6}$,polycrystalline,1000.000575,-2.027334408,4.56E-04,0.649112203,0.703,207
Li$_{0.0066}$Ni$_{0.9944}$O,polycrystalline,400.0000698,0.706416487,1.22E-06,5.87E-05,8.32761,249.37
Fe$_{0.998}$Co$_{0.002}$Si$_{2}$,polycrystalline,400.000243,-1.585026652,1.29E-04,0.009648228,5.34,-183
CuCr$_{0.96}$Mg$_{0.04}$O$_{2}$,polycrystalline,400.00014,-1.17980314,7.68E-05,0.003505948,8.7669,225.369
Ti$_{0.98}$Nb$_{0.02}$NiSn,polycrystalline,400.0006585,-3.138337172,3.46E-03,0.218564595,6.3283,-158.575
CuCr$_{0.97}$Mg$_{0.03}$O$_{2}$,polycrystalline,400.0005563,-1.159166507,8.40E-05,0.005199749,6.4607,241.278
Ca$_{4.75}$Na$_{0.25}$Al$_{2}$Sb$_{6}$,polycrystalline,700.0000866,-2.134896025,5.50E-04,0.469577879,0.82,200.8
Mg$_{2}$Si$_{0.6}$Ge$_{0.4}$Ag$_{0.02}$,polycrystalline,700.0001066,-1.826813732,6.82E-04,0.185786979,2.57,318.8
Ca$_{0.9}$Nd$_{0.1}$MnO$_{3}$,polycrystalline,1000.000049,-1.671196504,7.93E-05,0.03329024,2.38232,-130.04
Sr$_{0.9}$Y$_{0.1}$TiO$_{3}$,polycrystalline,400.0007367,-2.89997427,1.13E-03,0.075616892,6,-119.5
Ca$_{0.7}$Y$_{0.3}$MnO$_{3}$,polycrystalline,700.0008722,-2.202382117,4.38E-05,0.02025961,1.514920146,-52.45
CaMnO$_{3}$,polycrystalline,1000.000213,-0.956358001,1.50E-04,0.089158798,1.67874,-406.81
WO$_{2.9}$,polycrystalline,300.0004886,-2.907198678,6.42E-05,0.00625094,3.0834,-28.21
WO$_{2.722}$,polycrystalline,400.0005975,-4.009424524,6.49E-04,0.033229299,7.817,-25.21
La$_{3}$Te$_{3.35}$Bi$_{0.65}$,polycrystalline,1000.000335,-2.278189385,6.51E-04,0.475062535,1.37,-185.2
